review,rating,date
The App is great and absolutely the best banking mobile app but there are some performance issues which needs to be sorted out. One such performance issue that I had faced was that the app is taking too much time to launch either the touchID or the PIN at the home page of the app and thus I’m able to login only after 30-40 sec after it being launched. So request to rectify this issue.,4,03/07/19 16:33
"Its so good that one cannot list all of it at once. 

Mostly the security is fantastic comprising OTP and grid card security.

I honestly believe its safe. 

I feel safe cos its not easy to transfer funds without the grid information - and that of course one needs to keep secret. Never share it with anyone. 

Now if one gives out the information to others comprising information of the grid or the OTP,  its like handing over the keys to the lock... then obviously the person gullible enough to handover the information is at fault (or charitable?!!)

Well this is the most important aspect of a banking app. Apart from that this is a pretty easy one - smooth and intuitive. 

Well deserved Five stars.",5,06/01/18 5:58
"Hey guys, though it is a great one stop all solution but this is not good at all. I consider my Touch ID much safer than any other way to protect my identity because any prying eye can easily read the four letter pin but a Touch ID is unique to me. Now whenever I want to use my Touch ID along with pin the application goes back to activation screen every time I open it. I am forced to use only the pin which I don’t want to. Please rectify the issue so that one can safely enjoy the great application you’ve created.",3,13/02/18 7:26
"One of the worst application I ever used . Not an user friendly one. I tried to use this application for my credit card. For registering itself it asks for apply for a service like personal loan..I tried many times to register my card, it always giving processing your request and nothing happens. If i start from the beginning agin I need to apply for a service to start the application. There is no back button ,need to kill the application to go back. Actually there is no previous menu, need start from the beginning..",1,07/01/21 14:48
The app  still has basic bugs. when the statement for second card is clicked its takes you to the statement of first card. Customer care mentioned manage card has 5 option but after app updation it still shows 3 option. If the service takes time to update atleast app should inform it will take time. i enabled few service using manage card but the card was not allowed for payment later when spokes to customer care they mention it will take 4 hours to activate service,1,18/10/20 8:48
"Hi developers,
I tried to open new PPF account. All the process was completed. But at the end when i have to confirm for paying the amount. The confirm button was not working.

Please look into the issue and let me know once the issue is resolved. I will try to open PPF account again.",5,16/10/20 2:33
"My daughter was using it fir a while she forced me to download the app saying it will make life easier. I was sceptical I must admit, the banking app is wonderful easy to navigate and flawless in performance. Hats off yo the team who designed it. Also so rare to find such quality of work and information organisation.",5,27/10/21 3:49
"Its like they just ported a non functional version into the new ios version. Your application is absolute garbage. It can’t even account for the notch thats 3 years old.
Constantly lagging. Terrible interface. How about you pay people to actually design the application, not garbage old ports. The least intuitive app design probably in history, and Apple should honestly remove it from the store because its just absolutely terrible in everything it does. You should be ashamed to call yourself a developer whoever decided to upload this crap here.",1,06/03/20 6:33
"A major drawback of the app is that it doesn't work on wifi especially if we want to login to pur account on this app as it requires a mobile data connection. My sim card slot is not working which has involved a cost equivalent to a new iphone. I use my phone over wifi all the time at home and in office. I want to login on this app but it doesnt allow to login on a wifi network. 

   Rest all other banks allow to login and use their bank applications on wifi. But this is a very poor drawback of bank bank app. Just because i could not login, i have stopped using my bank bank account and bank credit card for online purchases and transactions because i can't manage my bank bank account and credit card usage on this application... 

bank needs to work on this. Else customers will start switching to other banks due to such silly reasons.

Regards,
Meraj",1,07/08/19 5:09
"Each time we open the app, the app reads the clipboard content. I’d like to learn the reason for this. Also the app collects personally attributed analytics data. You can verify this by opening some section of the app, say loans and within a few hours you receive a call from bank asking about your interest in a loan since you accessed that section in the app.

Besides that I like the app. It provides all options you need to manage your account and is functional.",2,09/10/21 6:26
"For Work Reasons, I have to keep my primary number (registered with bank Bank) on work phone where I cannot install any personal apps. 

On my, this personal phone the app won’t open as it can’t verify the phone. So it’s really annoying for all basic functionalities like check the balance, fund transfer etc  I have open the phone browser and use internet banking for the same. 

Since I cannot currently use the app, I’ll be giving 1 star as other banks like HDFC, CITI etc dont have this issue.",1,19/02/20 2:19
"Now these people have put NEFT to default transaction so that they can have our money for a day. Even though you are transferring a thousand or two, you will have to go and change the type to IMPS. Earlier it was IMPS by default. These people think that common public are stupid. Very very disappointing experience with this bank. Nowadays they are deducting extra amount from the account while transferring money to someone but the receiver receives only what amount you have sent them. I don’t know why but will definitely get in touch with this bank and close my account asap.",1,06/12/19 19:12
"It has been two months since I opened my NRE account with bank and have been trying to use app app but with no success.
It always says mobile number not found at the activation stage. I contacted the bank and customer care multiple times but neither has been able to support me to solve this issue.
After inquiring further I have found that many other customers are facing the same issue and have also not been provided with any solution.
This is a really concerning matter and I would personally suggest anyone intending to commence accounts with bank to refrain from doing so.",1,12/08/18 9:19
"app not working my phone i m last use app 20 days then i m used app its show me on mobile screen verification sms when i share mobile verification app nd time limit start then app not confrim my verification give me error on screen.
I called custmr care she told me plz update i mobile but i have not update option in my intune app store . What i do ?
I need aw app updation",5,14/11/19 8:11
"You can’t log in, the app says no active sim network and wont let me log in. This app gets worst with every update. Why do i need an active sim network? I am out of india and stuck because i am using wifi. This app is a shame on technology itself. They should hire qualified people for making this. Seriously, whats wrong with u people? Exploiting indians anyway they can. I regret using your bank a lot. This review was written without an active sim network. The reviews are fake, because u can’t log in",1,07/07/21 16:59
"Can’t believe a bank as big as bank can have such a pathetic mobile app on iOS. From the ugly icons to the confusing navigation, nothing seems to convey a sense of trust. What’s more, large parts of this app are broken, like the “ipal” support service - good luck getting that to work. I’ve been struggling to see my bank account details and there seems to be no way to enable something as basic as that. It feels like bank is not interested in helping their customers have a better relationship with their business. Really disappointing and unexpected.",1,16/04/21 10:05
The earlier app interface was excellent .. easy to use .. the new one .. is a big pain ..  we are unable to proceed with anything .. even the number given in the contact is not a valid one as no one picks up and the new ipal computer generated support is not able to help with any query .. the person gets hell frustrated .. can you please help .. and kindly revert the app back to what it was earlier as all the users I know now are facing lot of problems to even complete the first procedure to just start ..,1,22/03/21 3:49
"bank has been my bank for many many years and the app is like the bank only. Best out of all the available options. 
Seen apps of their banks also and this one is easiest and simplest to use yet the most powerful with almost all the options. Specially very useful when you are paying from abroad and you can’t get your OTPs there.",5,30/11/17 2:46
"Most of the time back arrow button does not function properly while surfing within the bank iOS App. The Back Arrow Button is located at top left corner visible on iPhone X, that too back Arrow is behind the clock display. 
For testing purpose try to click on the options or links available on bank bank Apps after logging with your login credentials and try to return back by clicking Back Arrow go to previous page. Please test in each or every section of bank App. In case you want to view the main Home page then you have to completely close the iOS app and login again to see the dashboard or home page. I am using iPhone X iOS 12.4.1 update with bank 4.6 version. It looks like harassment to use bank bank apps for banking transactions and easier to use website instead of mobile app. 

Can someone suggest, how to sort this out?????
Please advise.
Thanks in advance.",1,04/09/19 22:33
"The app is horrible on iphone 12 mini. Controls are haphazard and cannot be used. Update my email control takes me to some other page. I need to update my email as the corp email will be shut down soon. It’s just terrible. The app support takes you to customer care, where the numbers refuse to work, the emails take 48 hours for a response and redirect to customer care page.
FIX THE APP. It is a disappointment that I cannot even cancel my card as that option disabled.",1,28/10/21 12:14
"Initially the app was running good but from last one year there’re so many bugs that I have to uninstall and download the app more than 20 times. Issues that I faced are: error in sending bank to bank payment, UPI error, unable to open the card details, unable to make payment from debit or credit card and this time app is not opening due to technical issues. And bank server’s are too low while using the app that sometime it run very slow.",2,02/12/20 4:30
"I am not able to login app app, its asking every time to provide Employer details which i don't want. Even though i tried but my company is not listed, after i have selected random details and its asking to authenticate with Aadhar, after that i have received a message saying that “ Dear Customer, Thank you for applying for an bank Bank Zooop Salary Account. Your Application ID is 3******* “. What is this ?. After that i went further its asking nominee details and etc... information. I don’t know what happened to recent update.",1,27/04/20 14:22
I have been in relationship with bank since a couple of months and I really admired by the fully systematic process especially the experience with Video KYC. Apparently they keep upgrading the system in aiming to ease the customer time and effort. Definitely I’d like to be a loyal customer for many more years. Thanks!,5,21/10/21 13:00
The app is good. I just found an error while using the app the back navigation button is on the top of the left corner and time also displays on the same so the back button is not working. I can share the screenshot,5,07/05/21 5:09
"The chat client does not let me send more than on message without getting a reply and to explain the situation if I write a longer message the chat is disconnected saying you did not reply for 1 minute, therefore the chat will end. 
The support is also very bad for chargeback and any question for which you need immediate answers. They keep on asking the same question like last 4 digits of account number - I am cheating to you through an bank bank app after logging in and this app closes the chat window if I try to go back and check any details.",1,12/01/19 11:18
The credit card section of the mobile application just keeps loading and the resultant page never loads up. This has been issue for the last 7 days now.,5,17/02/21 10:06
The newest version is very easy to use. The ui layout change in a simple way for smooth experience.. but it also has a trouble.. the Touch ID doesn’t work.. disappears and prompts to use mpin.. is can be fixed easily by developer support.. and also the update should be in a regular interval to fix bugs and glitches.. hope to get fix quickly 🤞 thanks 😊,4,18/08/18 18:02
"Just like their website here too they have crammed in too many things (mostly selling loans and insurance) making the app too clumsy! Any customer does not need to apply for loans or buy insurance or check his CIBIL rating everyday! So such features should be moved to different pages making the landing page clutter free, with just features like checking account balances or fund transfer!

With the current amount of clutter the app does not deserve even 2 stars!",2,17/04/21 15:42
The passbook option is not fetching the latest transactions as it was earlier. Its a very useful feature of the app since it has an option to put remarks for every transactions. Please check the same.,5,15/11/20 4:26
"I am unable to activate app application. In process of mobile verification auto message is created and when it sends to the default number, mobile data automatically gets disconnected and then msg comes that you are offline. 
please Suggest the way to activate this application",5,11/01/20 12:08
"Can you please check why the pay bill online thru bank transfer facility is not active on the app ? I was paying my bill every month through this link, as banks aren’t working fully yet. Why have you blocked it ? Or is it not working due to any technical glitch ?",4,31/07/20 13:57
Refund has not been given after continuous tracking for past 4 months. And the bank says it can only be done online. Flight was booked through bank app and they deducted the money twice from my account. I have lost money and mental peace. I would not recommend bank app banking as it is not co-operative and they just deduct your money and not help out rather just keep delaying or postponing the dates. Its already been months and i haven't received my money back. Very poor and slow services.,1,03/04/20 9:40
"Hi,
I’m not able to generate the credit card through this app. Every Time I use to generate it gives me error message as “not able to generate due to technical issue. Our executive will contact you soon.” And then that executive will call you ten times a day and every time same story repeats. Also few time application gets crashed while looking dor offers or for other services. I’m using kotak and sbi bank applications also and trust me they are far better than yours.",1,14/03/20 12:08
I have used 3 different bank mobile applications but would say this update of bank made it to a next level visibility and comfort of browsing. Loved the dashboard view and would love to see some more features which would ease our mobile application navigation. Thumbs up to app development team. 👍🏻,5,12/06/18 20:49
"Actually, this app is very good and useful.
But from the last update, the app is not functioning properly. Home, shop, discover tabs are not even working. I clicked on any of the tab it will show active but nothing change my app screen is always on home page only. I cannot see what’s there in other tabs and cannot use those features.
I’m using 6S. Because of this issue I reported as 3 star other wise it’s a 5 star app.",3,31/12/18 4:58
"I have very great experience using app app as it is very easy and fast to make any transaction and to know the status of application and outstandings, analytics, can easily start SIP, etc., whatever we need that’s there in the app. Wonderful design and user friendly interface. A big thanks to the bank Bank. Keep rocking.",5,01/07/21 1:54
"I am trying to login my bank account but I can’t do that because of the message verification as the iPad is wifi only.

You can use an alternative method of sending the verification link on email which will redirect it to the bank bank login or send an OTP on email or phone number.",5,06/02/21 1:24
"Earlier the app was good there was no problem in it now sometime error occurred like please try again later , something went wrong , you don’t have access . I was like really . and earlier we can call to customer care with the issue directly with the app now they provide the number which is chargeable and does not matter if you Have unlimited calls package or not. 

Great improvement bank team",3,09/08/20 15:31
"Paid Bill through bill service.
After desuction it gave option to check transation status. I tried to check with transaction number but it says no such transaction. Then i tried to raise a query.
I filled in all details with transaction number then it says page cant be available please reach out to administrator. What a frustrating service. Please dont use bank mobile app for extra featurs. Its a risk.
Other instance : applied for IPO using UPI id of bank but transaction couldnt get completed because bank didnt clear payment and IPO date was over. From 20 days complaint not resolved.",1,23/10/19 17:31
"The app in general is really really good. It does everything that you, would usually either have to go to a bank or login to the website. I honestly dont remember the last time i did any of those. 

However, the developers are slow at optimising the app for newer phones with full screens or notches. I have iphone xs, and the app is not optimised for it. It worked seamlessly on my older iphone.",4,12/06/19 7:40
"Before the recent update the app was technically best but after update i am getting a pop up that my internet connection is offline. All other apps are working well except this app. I am unable to login , have checked connection again and again , have restarted my phone twice , done every possible thing but still haven’t got my verification message. 😏",4,14/11/18 4:53
"Honestly, I’ve not been a fan of the old UI of the app. It basically look very bad, but after the latest update I’m loving the user interface. I couldn’t see my credit card details(balance) and wanted features to do other banking stuff, but now it’s possible. I appreciate the development team behind the update. Hoping to have a seamless experience with the app.",4,07/06/18 19:30
"Extremely happy with the app and i use it daily. The four stars is due to the following feedback. 

The scan to pay option on iPhone wherein you can access a bouquet of UPI payment apps through a swipe up from Home Screen even in screen locked condition is really
convenient for making fast UPI payments. Once the app app is selected for making the payment, Touch ID is used for authentication and unlocking the phone. However, app app still seeks Touch ID authentication a second time to access the app which slows down the payment process. 
I think it can be avoided to hasten the UPI payment procedure and make it more smooth. 

Regards",4,07/01/22 2:14
"I found app layout, User interface is different for different users. Is this correct. I have a special savings accounts with bank along with two credit cards. But i could not able to see Credit Score in app app. But my friend could able to check cbil score. Why this difference??",4,14/01/21 15:39
"Inspite being the one of the best app for Banking, I truly think three major improvements
1. Refresh option for Credit cards so that in case we want to review the balance after payment or refund.
2. Pocket card can be added back as earlier.
3. If the speed of login could be increased, I mean why not try to make this fastest Banking App.. 👍",4,19/04/20 4:31
"I really don’t understand that you had updated the app for betterment or made it worst to operate. 
It’s so slow now that I can’t express in words. It is taking too much time in login and every action is taking too much time to get complete. 
Many a times it automatically log out. 
Really very unhappy and upset",5,06/12/18 7:36
"I have downloaded it several times activated on my IPhone 5s but it crashes on password entry does not take my 4 digit PIN created while logging in as I am able to enter only 3 digits if I add 4th one it’s again asking for activation. 

It requires wifi internet for activation which is again bad. What is the use of app better name it as Byeapp",5,20/08/18 8:15
I’m using iPhone 8 and I’m facing an issue with app features such as clicking on my current account section the touch is not working and I’m not able to check my current account status and also my PPF account any option below saving account is not working please fix it as soon as possible .,5,13/04/18 13:45
"Undoubtedly app works awesome. Interface is very good and it’s user friendly. Thanks for providing such a amazing platform.
Invest now options response time is bit slow while fetching mutual fund, fixed deposits etc. Plz look for fine tuning and using some new technology to fetch details quickly",5,04/01/20 18:11
"My app app was working absolutely fine until the last update came in.  After that I logged out of the application and until today I am unable to login. Each time I try logging in it comes up with an error message stating “Issue with server” please try again. I am fed up calling and emailing your support team and till now there is no response. I am using iphone11 with iOS 14.4.2. 

Request you to kindly look into it or else I will have to stop using this banking service.",1,23/04/21 6:02
"I have been using this app for more than 2 years for almost all the transactions and this works even with the finger print for iPhone. You can do funds transfer, pay utility bills including credit cards, check demat account, add funds to iwish goals and many more.
Love this app and recommend whoever wants to use.",5,31/10/17 18:58
"The biggest problem with this app is you need to enter your password every time you want to login. All apps these days have Touch ID enabled for login and this app is years behind. It gave me an option to setup the Touch ID when I signed in the first time but after that every time I login I don’t get the option to use Touch ID.
I sent a mail about this to the email given in the app but as expected they have not replied. 
I would suggest people to give this a miss since it’s manually entering a password every time is extremely inconvenient.",1,09/06/18 7:48
"I have been using this App for a while. Best user-friendly, swift, secure to bank on the go. Every time I had complained about a bug it's been fixed promptly. Being a security professional myself I enjoy this safe banking at my convenience anywhere. Kudos to all in the team.",5,24/10/21 1:51
"I have used many apps but haven't seen such a bad and crap app till date.  When I am setting upi pin then after filling the details OTP is coming but the screen is not showing where to fill OTP.  Filled the details many times and every time OTP comes but cannot fill it anywhere.  Can anything be more absurd than this?  I want to deregister my account but I have no option to do this. That is, you cannot use the account or close it.  Seriously, app pay’s developer should died in minimum water.",1,24/09/21 15:40
"For whoever thought it was a good idea that rather than login option on the app. Or! Simple both login via ID or Mobile. Was a good idea to make sure we login via mobile without streastesting of checking a fail percentile. Is a colossal wierdo. 

Let me log into my account using the ID GIVEN TO ME! not haveit fail cause it does not know how to recognize mobile number now I can no longer use the app. Till... I don know what it verifies. Cause it's not working.",2,30/06/21 12:12
"Just because we browse through the products in the app application we receive calls immediately that you are interested in these product. We will help you with buying this product. For example if I browse the InstaSIP, or credit card, we receive these calls. This is annoying. First of all why to track my app usage patterns by the bank. I have been a customer of bank since 17 years. Have never been frustrated this much on the bank",1,04/12/20 16:52
"Do not install this application, After installation there is no use of this app. You can not see your statement in this as there will be always error its not properly work, application has many features but all are useless unless you only see your account balance once when you trying to login 20 times or more. 

Third class and third quality app. Totally useless. Its shame on you bank.

I am going to transfer my companies 78 accounts bcz of this worst service as my employees face all this difficulties",1,31/07/20 18:29
"This app even don’t deserve a star. Every-time used to face severe issue while using this app in iPhone. It takes more time to load the app and login. Most of the times we receive “sorry something went wrong and try again later” error with white background. I used many banking apps like Axis, HDFC, Kotak, Digi Bank etc but never seen this worst experience on them. Now a days as soon as my salary credited to bank account, I’m transferring entire funds to my other savings account for better UI/app experience",1,09/06/20 14:23
Great app to use if you are able to login and validate your mobile number. The validation constantly fails for mobile numbers registered in China for NRI’s. I have reported multiple instances of this issue and it’s frustrating when technical support comes back stating its a handset issue. Handset changed and same old story. The developers need to include a +86 prefix for China users. Pointless advertising this APP for NRI’s when you don’t support all regions equally.,3,04/07/19 13:12
I opened my account after seeing this app on a friend’s mobile. Easily one the best app that harness true power of mobile platforms. And still they are improving this. My only suggestion is if they can make this app more fluid. Still one of the best in business.,5,16/04/21 13:37
This portal has constantly improved. One suggestion to make the account statements more efficient: there should be a it should be possible to expand the mini statement by another 10 entries by pressing ‘More’ repeatedly until we find the entry we are looking for.,5,24/11/20 1:05
"I LOVE THIS APP, it works fone, when in INDIA, however, For an NRI, traveling to several countries, bank Bank App will NOT work if you do not have an Active SIM! Being out at sea 100’s of miles from Land, this does prove a challenge! Not having a good internet connection at sea, makes access at Sea, yet another challenge.",5,26/11/21 8:15
I have regularly used this app for a long time. Overall satisfied. However the funds transfer feature does not allow decimals on iOS. It is allowed to make a credit card payment. This needs to be fixed. Also app crashes sometimes and makes you register all over again. This is inconvenient.,3,18/01/20 13:50
"App is very user friendly . One can transact through its linked accounts - funds transfers , bill payments and bank credit cards . 
I would really want user has an option to pay the amount in decimals as well . Though not too material amount to pay in absolute terms but user must have an option",4,16/03/19 15:00
I have an issue to talk about my credit card and unable to contact customer care through 1860 number from my phone. There were instructions to open a service request but the response comes back saying incorrect details entered. I hope they can reach out to me and help me with this.,3,26/11/21 11:22
"The app is synonymous to bank banks’s best in class service and support. The user interface is easy and responsive. The face recognition works flawlessly. The menu is although vast, but can be manoeuvred with ease. Hope to even better updates in future.",5,12/01/20 6:55
"I don’t even understand what the hell has happened to you ppl. Every update you roll out is making the experience more worst. I am able to login onto my account only when using the mobile data. The fun starts when I use my WiFi. The app refuses to login on Wifi. Also it has become a standard norm (i believe for the bank) not to allow the net banking between 11:00PM to 3::00AM.

Going towards pathetic app day by day. For only this very reason I have now decided to move my accounts from bank.",1,12/08/21 1:25
"It has started happening so frequently these days that while On the home page, I click on statement button, It doesn’t navigate me there at all. All it says is ‘Something went wrong. Try again.’ 
And thereafter there is no way I can get into the app, it just crashes right there. I’ll have to kill the app and relaunch to again access but the statement does the same to me every single time. Please fix it. I used to love this app once upon a time when it used to be silky smooth.",1,08/07/20 3:49
Tried opening an I Wish deposit. Could not. After few days I see a message money was transferred to I Wish. But not able to see my money in the the account though account is created. This is when I sign with a desk top. In the I Mobile I don’t see an I-Wish account at all. Horrible service,5,21/10/17 1:19
"I scheduled a transaction for by credit card bill payment and the amount was deducted twice and after 5 days, extra transaction amount was credited back.
And even though the status was showing successful for bill payment, the amount didnt get credited to credit card for which i did payment.
I had one more bad experience related to transaction using app.
It seems better not to use app for purpose of transactions and instead do netbanking",2,26/03/19 11:13
"The new app app is very nice with fingerprint and full resolution new dashboard everything is fresh but with little bit lag some options are not responding like if we want to logout , the logout button is not responding if we press it is asking confirmation then we select yes to logout still the app is not logging out, like this some lag is there in app. Please check and fix these. Thank you.",4,15/07/18 4:02
"It’s the worst app I have ever used. 
Every time I have re-install the app and go through the same procedure again and again! Why don’t you go through to all the bad reviews and update the app accordingly . It is causing lot of issues. People can’t use this app in emergency because all I am doing is re installing and it a completely useless app. Who the bell will give net banking details then.. how will we transfer the money then! It’s high time that changes should be made or delete or permanently if you can’t resolves the issues and the bugs !",1,06/05/18 15:45
"I mobile by bank BANK LTD. is best app among all the other  bank 's application. I used all other bank's application like HDFC and Axis bank but the service of bank BANK LTD. is excellent , no need to wait half an hour for transfer funds after add the payee.. a part of that you can do all type of transaction like IMPS, RTGS, NEFT hassle free In just fee seconds.. 
Thanks bank TEAM",5,25/12/21 6:35
"Why do you ask for review for every log in or transaction? It’s irritating. app is one of the best apps so one review is enough. Please do something about it.

I also wanted to know how do I link my other bank account apart from the bank bank account?
Thanks",5,15/06/21 3:54
"Would love to see an alternate option for verifying devices instead of SMS. Like net banking or through card details.

Many time we tend to switch devices and we don't have mobile network but wifi so authentication via net banking or with the card details feature will be helpful.",4,11/09/21 21:40
"This app is one of the best banking apps. User friendly interface and quick response. 

One thing to improved :-
While opening the app, this app takes little longer time to load the data. This time should be reduced to avoid irritation",5,12/06/20 17:18
You should invest so much money on promotion of your online banking when your App does not work properly. I have a credit card account and I have been trying to apply for Savings Account online but it keeps loading and never opens. I use iPhone 12 and network of 2 different service providers and wifi and I checked the issue on other phone as well. Fix the issue then invest on promotion.,2,21/03/21 0:43
"Since the upgrade to Version 6.6, the app has stopped showing my credit card details. Upon activation, it automatically keeps on identifying the phone number with an old Pockets Wallet account, which has since been closed. The credit card details linked with the same phone number are not displayed. Face ID activation is also not enabled in the current version. Really disappointing! Help me to install the older version 6.4 which at least had all these features.",1,14/02/21 16:49
"Bugs in new updates, as i am not able to login , tried after reinstalling, now not able to verify , its completely stopped working, please fix the bugs as soon as possible",5,08/02/20 1:38
"It’s amazingly developed app, has a plethora of things you can do with it and yet, is light, easy to use and fast! Is a true replacement for the need to use internet banking and has less hassles in terms of requiring Otp and grid authentication from time to time. It actually is banking at your fingertips! 

Great job done by the developers! Thanks",5,08/02/19 4:20
Not able to login after the recent update om my iphone 7.. they call they improved security but this so called enhanced security does not allow even me to login to my account😡. After sending activation message it results in black screen & nothing happens after that,5,31/10/17 13:13
"Just wanted to pop in and say that the update made the app look so much more sleeker and up to date with the times. Hope to always see more improvements like this! Also, would love an option for night mode!",5,31/05/21 10:56
I have linked my other bank credit card bit unable to pay the bill through app..it only accept bank credit card bill..plz fixed this,5,04/04/20 8:18
"Hello Developer Team,
I am disappointed with last few updates. Because whenever i update app, everytime it ask me to setup from beginging. Everytime i have to send sms and verify my mobile number and set up all things instead of autologin. These things happen in last 2-3 updates. Please resolve it. Because everytme update application and everytime set up from beginging is irritatng. 
I am using iPhone 7 with iOS 14.4 and with latest version of application. 
Hope you guys solve it asap.",1,01/03/21 4:31
"Earlier the finger print touch was available in the app and it was easy to log in into the account. But after updates, seems those features aren’t available and ints annoying to type the password every time. Apart from that the app interface is good.",5,29/09/18 6:10
There is a problem with the 4.1.1 version of your mobile app. It is not only slow but not giving the upto date position of ULIPS also.  It gives the user an impression that your bank is not transparent 🤔with regard to investments and position of the same. Pls therefore make the app faster and transparent 😊,5,29/11/18 18:11
I am unable to use credit card access through app. After applying PIN am not able to see credit card option anywhere. Every time after doing SMS verification only once it will take you through Credit Card option and again next time with PIN not able to see credit card option. Earlier it was working fine but nowadays it’s not possible to check credit card option.,1,16/07/21 8:24
"Of late the app has become pathetic & annoying !! For certain services the app hang only to log you out multiple times !!
Was trying to set the transaction limits through app but despite setting the limits as per the minimum & maximum limit given it throws an illogical message that it can be between X & Y only !!
Try string setting the Debit Card PIN but despite punching the correct grid values it’s showing error & not allowing me to set my PIN !! 
Horrible experience!! Not sure whether the developer is aware !!",1,01/06/21 9:45
"App looks grate, felt comfortable to use except paying credit card bill. I see options in two places to pay bill. Both places it’s not responding or not taking to next steps to pay bill. Please fix it. I have updated application.",4,04/12/20 12:39
"I blocked my account due to some reason and unblock again. And i can log in from safari or chrome. But this app doesn’t let me login again. Before it was fine. Now why is this happening!!. I did activation message. But after that I cannot use log in pin, user id or face login. When i use my user, it says not valid or service is currently unavailable. Please fix it it. 
I report this year ago. Its still not fixed. :( :/",1,25/04/20 21:03
"There is an issue with this app now compare with old version, whatever we are trying to do it’s loading lot of time at that time we have to close the app and open it agian, that also not working properly, some times app shutdown will work, trying to do uninstall the app..Have a look on this issue ASAP..",3,08/04/20 13:57
"After resetting my phone, the application asked me to reactivate by verifying through the registered mobile number.

If the phone is connected to a WI-FI network then it will ask us to switch to mobile data network.

And it throws an error “The Internet Connection appears to be Offline” even though you have high speed data connection for your network.

To get rid of that error, you have to switch your data connection from 4G network to 3G network (mine is Vodafone) and optionally you can enable data roaming until the app app gets activated.

It worked for me and I have found this workaround :)",4,29/04/19 4:21
"The new app is really cool and easy and also very informative to Use , Like Discover which shows the future expenditure which is really nice to move to know the future Expenses, I would suggest to add more Future Transactions to view  so that it will be really useful. Second is Seri Support, The best part Thank You....",5,07/06/18 17:51
"I am unable to use this app from last 2-3 month,
It was nice app and i have been using from last 3 year, but now from last time i m facing continues issue. Daily i am setting now password and next day only it is show as ‘Wrong Pin’.
Kindly resolve the issue ASAP",5,01/08/20 12:53
"I have two SIM in my phone. One E-Sim and other regular SIM and the number registered with you Bank is the E-Sim number. But when i install the app, it send message from my regular SIM and cannot detect my E-SIM. 
Although all my other SMS are sent through my E-SIM, but when i try sending message through the app for verification, it auto detect my regular/secondary SIM and doesn’t allow me to change it to E-SIM due to which i am facing difficulties to register in your app.
Please look into the matter.",1,08/11/21 5:45
The latest update has included a long awaited feature to add specific limits for credit card transactions and it seems to be working fine too. But i would really love this app if i could control my debit card as well the same way. Everytime i try to submit my debit card updated limit it throws an error to my face.,3,11/07/21 2:34
"So far I never had an issue with this bank. I have a debit card, credit card and many more with bank BANK. 
From Customer service to online banking absolutely great. Hdfc bank should learn how to do business from this bank. 
Honestly I am very happy so far and I wish to get the same kinda service in future.",4,31/03/21 0:40
"After updating to 6.8 i am not able to find credit card section in Home Screen of App where i can use credit card features. 
Even when reset login detail, after verifying mobile number, login in only possible with pocket account or saving account. There is no option to login with credit card.",3,04/03/21 14:28
"1. App is not properly customised for iPhone. I’m using an iPhone 11 and the app just doesn’t work properly. Sometimes the upper section gets clipped, other times the back option won’t work. 

2. Very slow to load. 

3. The biggest problem is that the “Pay credit card bill” option is simply not working. What is this app made for ? Just to check my bill amount and other useless offers? Developers would know better.",1,07/11/20 4:18
"Everything is fine. One major drawback i have noticed is.. after logging out, immediately the touch scan pops in and in ios.. usually we touch that button to go back and this logs in again. There s no requirement of that once we log out i feel.",4,27/10/20 14:16
"I am not able to login to my account every time it ask me to apply to a new account I am entering my 4 digit pin then inside its showing me another account which I am not aware and telling me to open new account ,very bad service for iphone users poor service for new version",5,07/07/18 11:10
"Kudos to the develop of the app as it is one of the most simple and abundant app to use for your any financial transactions. Has all categories that a bank can offer along with multiple cross reports from analysing monthly spends to controlling them.
Good work. Keep it up 👍🏼",5,30/05/21 6:12
I really like the new feature about sharing bank detail over whatsapp or any other channel wherein you can select option and simply you can share it.,5,27/01/21 16:20
The latest update is pathetic it’s asking for activation again i tried 10 times its giving me error that my phone is blocked and cannot activate the account just a day before this update everything was working perfectly fine but now even after raising this to toh app team they just have one answer delete the app and install it again tried this 5 times already but getting same error kindly fix this issue it’s irritating,1,04/03/21 12:22
"I have got personal loan from bank bank and downloaded the app app to get important updates and information. Quite surprising to see that i am unable to update my email ID which is wrongly mentioned. To get the same updated, i wrote to app support team but they said they have no information and my number is not registered with them. Even my profile name is being selected by the app itself. Couldnt get the support from bank. Such a bad app with zero user interface",1,07/09/20 13:48
"Folks - the new interface looks good.  Just that there are few bugs like on credit card.  On the dashboard / home page, flipping the card shows some balance.  While when I deep dive into statement, it’s zero balance since all amounts are paid.  This leads to confusion.",5,04/05/19 17:45
app App is the worst app and also the technical team of bank bank are the worst one.. To activate my app app more than 15 days over but yet not resolved my problem. Every one asking to stay in Home but bank bank will asking to visit nearest branch. I have an very worst experiance using this App.,5,17/05/20 8:09
"In latest version, passbook option does not work. When you click on passbook, it loads fine but immediately crashes the app.

Also, login using Touch ID was working fine, but is not working anymore. Don’t even see option to enable/disable same in the app!

Also, I would like to request bank Bank to add money manager to the app or launch as a separate app.",3,16/07/18 5:55
